text,label
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 303,not spam
Just finished work. Heading home now. Work Status: 304,not spam
Just finished work. Heading home now. Work Status: 305,not spam
Got your message. I'll get back to you shortly. Msg Ref: 306,not spam
Hope you feel better soon! Let me know if you need anything. Recovery Msg: 307,not spam
Could you send me the report by end of day? Thanks! Report ID: 308,not spam
"Call me when you get a chance, it's about the meeting. Call Ref: 309",not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 310",not spam
Can you believe how fast the time is flying? It feels like just yesterday we were celebrating holidays. Time Ref: 311,not spam
"Hi, can we meet tomorrow at 10 PM? Let me know. Event ID: 312",not spam
Just finished work. Heading home now. Work Status: 313,not spam
Don't forget to pick up groceries on your way home. We need milk and bread. Reminder ID: 314,not spam
Just wanted to check in and see how you're doing. Call me later. Ping: 315,not spam
"Call me when you get a chance, it's about the meeting. Call Ref: 316",not spam
Got your message. I'll get back to you shortly. Msg Ref: 317,not spam
Could you send me the report by end of day? Thanks! Report ID: 318,not spam
Could you send me the report by end of day? Thanks! Report ID: 319,not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 320,not spam
See you then. Looking forward to it! Appt: 321,not spam
What's the plan for the weekend? Thinking of going to the park. Idea: 322,not spam
How was your trip? Hope you had a great time! Travel log: 323,not spam
I found a great recipe for pasta. Want to try it tonight? Recipe #324,not spam
Got your message. I'll get back to you shortly. Msg Ref: 325,not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 326,not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 327",not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 328",not spam
Don't forget the party on Saturday at 19:00. Your invite ID: 329,not spam
Hope you feel better soon! Let me know if you need anything. Recovery Msg: 330,not spam
"Just checking in, how are things going with project H477? Update #331",not spam
Just finished work. Heading home now. Work Status: 332,not spam
"Hi, can we meet tomorrow at 13 PM? Let me know. Event ID: 333",not spam
Don't forget to pick up groceries on your way home. We need milk and bread. Reminder ID: 334,not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 335,not spam
Happy birthday! Hope you have a wonderful day. Wishes: 336,not spam
Hope you feel better soon! Let me know if you need anything. Recovery Msg: 337,not spam
Just finished work. Heading home now. Work Status: 338,not spam
Hope you feel better soon! Let me know if you need anything. Recovery Msg: 339,not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 340,not spam
Just finished work. Heading home now. Work Status: 341,not spam
What's the plan for the weekend? Thinking of going to the park. Idea: 342,not spam
How was your trip? Hope you had a great time! Travel log: 343,not spam
Got your message. I'll get back to you shortly. Msg Ref: 344,not spam
Happy birthday! Hope you have a wonderful day. Wishes: 345,not spam
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 346,not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 347,not spam
How was your trip? Hope you had a great time! Travel log: 348,not spam
Don't forget to pick up groceries on your way home. We need milk and bread. Reminder ID: 349,not spam
"Just checking in, how are things going with project M279? Update #350",not spam
I found a great recipe for tacos. Want to try it tonight? Recipe #351,not spam
"Call me when you get a chance, it's about the meeting. Call Ref: 352",not spam
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 353,not spam
What's the plan for the weekend? Thinking of going to the park. Idea: 354,not spam
Happy birthday! Hope you have a wonderful day. Wishes: 355,not spam
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 356,not spam
Could you send me the report by end of day? Thanks! Report ID: 357,not spam
What's the plan for the weekend? Thinking of going to the park. Idea: 358,not spam
"Call me when you get a chance, it's about the meeting. Call Ref: 359",not spam
Don't forget to pick up groceries on your way home. We need milk and bread. Reminder ID: 360,not spam
"Just checking in, how are things going with project O924? Update #361",not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 362",not spam
Got your message. I'll get back to you shortly. Msg Ref: 363,not spam
Got your message. I'll get back to you shortly. Msg Ref: 364,not spam
I found a great recipe for salad. Want to try it tonight? Recipe #365,not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 366",not spam
"Just checking in, how are things going with project N662? Update #367",not spam
Happy birthday! Hope you have a wonderful day. Wishes: 368,not spam
"Just checking in, how are things going with project U760? Update #369",not spam
I found a great recipe for tacos. Want to try it tonight? Recipe #370,not spam
"Call me when you get a chance, it's about the meeting. Call Ref: 371",not spam
"Hi, can we meet tomorrow at 9 PM? Let me know. Event ID: 372",not spam
Hope you feel better soon! Let me know if you need anything. Recovery Msg: 373,not spam
See you then. Looking forward to it! Appt: 374,not spam
Hope you feel better soon! Let me know if you need anything. Recovery Msg: 375,not spam
Hope you feel better soon! Let me know if you need anything. Recovery Msg: 376,not spam
Don't forget the party on Saturday at 22:00. Your invite ID: 377,not spam
"Call me when you get a chance, it's about the meeting. Call Ref: 378",not spam
Don't forget the party on Saturday at 22:00. Your invite ID: 379,not spam
Don't forget the party on Saturday at 21:00. Your invite ID: 380,not spam
See you then. Looking forward to it! Appt: 381,not spam
Don't forget the party on Saturday at 19:00. Your invite ID: 382,not spam
Just wanted to check in and see how you're doing. Call me later. Ping: 383,not spam
How was your trip? Hope you had a great time! Travel log: 384,not spam
Happy birthday! Hope you have a wonderful day. Wishes: 385,not spam
"Call me when you get a chance, it's about the meeting. Call Ref: 386",not spam
Don't forget the party on Saturday at 22:00. Your invite ID: 387,not spam
Don't forget the party on Saturday at 20:00. Your invite ID: 388,not spam
I'll be there in 29 minutes. Running a bit late. ETA Ref: 389,not spam
"Just checking in, how are things going with project C734? Update #390",not spam
Can you believe how fast the time is flying? It feels like just yesterday we were celebrating holidays. Time Ref: 391,not spam
Don't forget to pick up groceries on your way home. We need milk and bread. Reminder ID: 392,not spam
Hope you feel better soon! Let me know if you need anything. Recovery Msg: 393,not spam
What's the plan for the weekend? Thinking of going to the park. Idea: 394,not spam
See you then. Looking forward to it! Appt: 395,not spam
Just wanted to check in and see how you're doing. Call me later. Ping: 396,not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 397,not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 398",not spam
Got your message. I'll get back to you shortly. Msg Ref: 399,not spam
Happy birthday! Hope you have a wonderful day. Wishes: 400,not spam
Happy birthday! Hope you have a wonderful day. Wishes: 401,not spam
Got your message. I'll get back to you shortly. Msg Ref: 402,not spam
"Hi, can we meet tomorrow at 16 PM? Let me know. Event ID: 403",not spam
"Hi, can we meet tomorrow at 15 PM? Let me know. Event ID: 404",not spam
What's the plan for the weekend? Thinking of going to the park. Idea: 405,not spam
Got your message. I'll get back to you shortly. Msg Ref: 406,not spam
Just finished work. Heading home now. Work Status: 407,not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 408,not spam
Got your message. I'll get back to you shortly. Msg Ref: 409,not spam
What's the plan for the weekend? Thinking of going to the park. Idea: 410,not spam
Just finished work. Heading home now. Work Status: 411,not spam
I found a great recipe for soup. Want to try it tonight? Recipe #412,not spam
Hope you feel better soon! Let me know if you need anything. Recovery Msg: 413,not spam
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 414,not spam
I'll be there in 21 minutes. Running a bit late. ETA Ref: 415,not spam
See you then. Looking forward to it! Appt: 416,not spam
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 417,not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 418",not spam
"Hi, can we meet tomorrow at 11 PM? Let me know. Event ID: 419",not spam
"Hi, can we meet tomorrow at 14 PM? Let me know. Event ID: 420",not spam
Don't forget the party on Saturday at 21:00. Your invite ID: 421,not spam
Just finished work. Heading home now. Work Status: 422,not spam
"Hi, can we meet tomorrow at 11 PM? Let me know. Event ID: 423",not spam
Happy birthday! Hope you have a wonderful day. Wishes: 424,not spam
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 425,not spam
Can you believe how fast the time is flying? It feels like just yesterday we were on vacation. Time Ref: 426,not spam
"Just checking in, how are things going with project F683? Update #427",not spam
What's the plan for the weekend? Thinking of going to the park. Idea: 428,not spam
"Just checking in, how are things going with project E160? Update #429",not spam
I'll be there in 13 minutes. Running a bit late. ETA Ref: 430,not spam
"Hi, can we meet tomorrow at 16 PM? Let me know. Event ID: 431",not spam
